question_id,title_ind,title_en,question_ind,question_en,question_code,reference_solution,expected_output,week,source_no,order_no,active,data_status,question_type,source_system,source_key,source_code,level,short_description_ind,short_description_en,content_blocks_ind,content_blocks_en,sample_inputs,sample_outputs,probe_no,target_misconception_id,input_description_ind,input_description_en,output_description_ind,output_description_en,io_content_type,test_cases_json,options_json,correct_option_label,evidence_available,lms_question_id,display_question_code
Q177,Loop dianggap harus menghasilkan output yang sama pada setiap iterasi: Kasus 2,A loop is assumed to require the same output on every iteration: Case 2,"Program membaca panjang dan lebar n persegi panjang, lalu menampilkan luas setiap persegi panjang. Luas antarpersegi panjang dapat berbeda. Pernyataan yang paling tepat adalah ...","Program membaca panjang dan lebar n persegi panjang, lalu menampilkan luas setiap persegi panjang. Luas antarpersegi panjang dapat berbeda. Pernyataan yang paling tepat adalah ...",LO-23,"for tepat karena jumlah data diketahui, sedangkan keluaran setiap iterasi boleh berbeda.",Kunci: B,W05-06,278,177,TRUE,ready,MP,LMS,LMS-MP-W05-06-LO-23-Q2,LO-23,,Uji pemahaman tentang Loop dianggap harus menghasilkan output yang sama pada setiap iterasi.,Assess understanding of A loop is assumed to require the same output on every iteration.,"[{""type"": ""text"", ""content"": ""Program membaca panjang dan lebar n persegi panjang, lalu menampilkan luas setiap persegi panjang. Luas antarpersegi panjang dapat berbeda. Pernyataan yang paling tepat adalah ...""}]","[{""type"": ""code"", ""content"": ""Program membaca panjang dan lebar n persegi panjang, lalu menampilkan luas setiap persegi panjang. Luas antarpersegi panjang dapat berbeda. Pernyataan yang paling tepat adalah ...""}]",[],[],2,LO-23,,,,,none,,"[{""answer_id"": ""A578"", ""label"": ""A"", ""text"": ""for tidak tepat karena keluaran setiap iterasi harus sama."", ""is_correct"": false, ""misconceptions"": [""LO-23""]}, {""answer_id"": ""A579"", ""label"": ""B"", ""text"": ""for tepat karena jumlah data diketahui, sedangkan keluaran setiap iterasi boleh berbeda."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A580"", ""label"": ""C"", ""text"": ""for hanya tepat jika seluruh persegi panjang mempunyai ukuran yang sama."", ""is_correct"": false, ""misconceptions"": [""LO-23""]}, {""answer_id"": ""A581"", ""label"": ""D"", ""text"": ""Karena luas dapat berbeda, proses input dan perhitungan harus ditulis n kali tanpa loop."", ""is_correct"": false, ""misconceptions"": [""LO-23""]}]",B,FALSE,,MP-LO-23-2
Q178,Variabel dianggap dapat menyimpan banyak nilai sekaligus: Kasus 1,A variable is assumed to store multiple values at once: Case 1,"Perhatikan pseudocode berikut.
  
  n <- 2345
  n <- n div 10
  output(n)
  
  Apa yang ditampilkan?","Perhatikan pseudocode berikut.
  
  n <- 2345
  n <- n div 10
  output(n)
  
  Apa yang ditampilkan?",VA-05,234,Kunci: B,W05-06,279,178,TRUE,ready,MP,LMS,LMS-MP-W05-06-VA-05-Q1,VA-05,,Uji pemahaman tentang Variabel dianggap dapat menyimpan banyak nilai sekaligus. Perhatikan pseudocode berikut. Apa yang ditampilkan?,Assess understanding of A variable is assumed to store multiple values at once. Perhatikan pseudocode berikut. Apa yang ditampilkan?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""n <- 2345\n n <- n div 10\n output(n)""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""n <- 2345\n n <- n div 10\n output(n)""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]",[],[],1,VA-05,,,,,none,,"[{""answer_id"": ""A582"", ""label"": ""A"", ""text"": ""2345"", ""is_correct"": false, ""misconceptions"": [""VA-05""]}, {""answer_id"": ""A583"", ""label"": ""B"", ""text"": ""234"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A584"", ""label"": ""C"", ""text"": ""2345 dan 234"", ""is_correct"": false, ""misconceptions"": [""VA-05""]}, {""answer_id"": ""A585"", ""label"": ""D"", ""text"": ""5"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}]",B,FALSE,,MP-VA-05-1
Q179,Variabel dianggap dapat menyimpan banyak nilai sekaligus: Kasus 2,A variable is assumed to store multiple values at once: Case 2,"Perhatikan pseudocode berikut.
  
  n <- 2345
  digitTerakhir <- n mod 10
  for i <- 2 to 4 do
  n <- n div 10
  endfor
  output(n, digitTerakhir)
  
  Apa yang ditampilkan?","Perhatikan pseudocode berikut.
  
  n <- 2345
  digitTerakhir <- n mod 10
  for i <- 2 to 4 do
  n <- n div 10
  endfor
  output(n, digitTerakhir)
  
  Apa yang ditampilkan?",VA-05,2 dan 5,Kunci: B,W05-06,280,179,TRUE,ready,MP,LMS,LMS-MP-W05-06-VA-05-Q2,VA-05,,Uji pemahaman tentang Variabel dianggap dapat menyimpan banyak nilai sekaligus. Perhatikan pseudocode berikut. Apa yang ditampilkan?,Assess understanding of A variable is assumed to store multiple values at once. Perhatikan pseudocode berikut. Apa yang ditampilkan?,"[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""n <- 2345\n digitTerakhir <- n mod 10\n for i <- 2 to 4 do\n n <- n div 10\n endfor\n output(n, digitTerakhir)""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]","[{""type"": ""text"", ""content"": ""Perhatikan pseudocode berikut.""}, {""type"": ""code"", ""content"": ""n <- 2345\n digitTerakhir <- n mod 10\n for i <- 2 to 4 do\n n <- n div 10\n endfor\n output(n, digitTerakhir)""}, {""type"": ""text"", ""content"": ""Apa yang ditampilkan?""}]",[],[],2,VA-05,,,,,none,,"[{""answer_id"": ""A586"", ""label"": ""A"", ""text"": ""2345 dan 5"", ""is_correct"": false, ""misconceptions"": [""VA-05""]}, {""answer_id"": ""A587"", ""label"": ""B"", ""text"": ""2 dan 5"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A588"", ""label"": ""C"", ""text"": ""2 dan 2345"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A589"", ""label"": ""D"", ""text"": ""2 dan 2"", ""is_correct"": false, ""misconceptions"": [""VA-08""]}]",B,FALSE,,MP-VA-05-2
Q180,Hasil bagi bulat dan sisa pembagian tertukar: Kasus 1,Integer quotient and remainder are confused: Case 1,"Berapakah hasil kedua ekspresi berikut?
  
  17 div 5
  17 mod 5","Berapakah hasil kedua ekspresi berikut?
  
  17 div 5
  17 mod 5",OP-09,3 dan 2,Kunci: A,W05-06,281,180,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-09-Q1,OP-09,,Uji pemahaman tentang Hasil bagi bulat dan sisa pembagian tertukar. Berapakah hasil kedua ekspresi berikut?,Assess understanding of Integer quotient and remainder are confused. Berapakah hasil kedua ekspresi berikut?,"[{""type"": ""text"", ""content"": ""Berapakah hasil kedua ekspresi berikut?\n\n 17 div 5\n 17 mod 5""}]","[{""type"": ""text"", ""content"": ""Berapakah hasil kedua ekspresi berikut?\n\n 17 div 5\n 17 mod 5""}]",[],[],1,OP-09,,,,,none,,"[{""answer_id"": ""A590"", ""label"": ""A"", ""text"": ""3 dan 2"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A591"", ""label"": ""B"", ""text"": ""2 dan 3"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}, {""answer_id"": ""A592"", ""label"": ""C"", ""text"": ""3 dan 3"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}, {""answer_id"": ""A593"", ""label"": ""D"", ""text"": ""2 dan 2"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}]",A,FALSE,,MP-OP-09-1
Q181,Hasil bagi bulat dan sisa pembagian tertukar: Kasus 2,Integer quotient and remainder are confused: Case 2,Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?,Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?,OP-09,N mod d == 0,Kunci: B,W05-06,282,181,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-09-Q2,OP-09,,Uji pemahaman tentang Hasil bagi bulat dan sisa pembagian tertukar. Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?,Assess understanding of Integer quotient and remainder are confused. Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?,"[{""type"": ""text"", ""content"": ""Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?""}]","[{""type"": ""text"", ""content"": ""Manakah ekspresi yang benar untuk memeriksa apakah N habis dibagi d?""}]",[],[],2,OP-09,,,,,none,,"[{""answer_id"": ""A594"", ""label"": ""A"", ""text"": ""N div d == 0"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}, {""answer_id"": ""A595"", ""label"": ""B"", ""text"": ""N mod d == 0"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A596"", ""label"": ""C"", ""text"": ""N div d != 0"", ""is_correct"": false, ""misconceptions"": [""OP-09""]}, {""answer_id"": ""A597"", ""label"": ""D"", ""text"": ""d mod N == 0"", ""is_correct"": false, ""misconceptions"": [""OP-10""]}]",B,FALSE,,MP-OP-09-2
Q182,Assignment dan perbandingan kesetaraan tertukar: Kasus 1,Assignment and equality comparison are confused: Case 1,Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?,Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?,OP-01,N mod d == 0,Kunci: C,W05-06,283,182,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-01-Q1,OP-01,,Uji pemahaman tentang Assignment dan perbandingan kesetaraan tertukar. Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?,Assess understanding of Assignment and equality comparison are confused. Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?,"[{""type"": ""text"", ""content"": ""Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?""}]","[{""type"": ""text"", ""content"": ""Manakah kondisi yang benar untuk memeriksa apakah sisa pembagian N oleh d sama dengan 0?""}]",[],[],1,OP-01,,,,,none,,"[{""answer_id"": ""A598"", ""label"": ""A"", ""text"": ""N mod d <- 0"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A599"", ""label"": ""B"", ""text"": ""N mod d = 0"", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A600"", ""label"": ""C"", ""text"": ""N mod d == 0"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A601"", ""label"": ""D"", ""text"": ""N mod d : 0"", ""is_correct"": false, ""misconceptions"": []}]",C,TRUE,,MP-OP-01-1
Q183,Assignment dan perbandingan kesetaraan tertukar: Kasus 2,Assignment and equality comparison are confused: Case 2,"Perhatikan instruksi berikut.
  
  isFactor <- (N mod d == 0)
  
  Pernyataan yang benar adalah ...","Perhatikan instruksi berikut.
  
  isFactor <- (N mod d == 0)
  
  Pernyataan yang benar adalah ...",OP-01,"<- menyimpan hasil Boolean ke isFactor, sedangkan == membandingkan sisa dengan 0.",Kunci: B,W05-06,284,183,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-01-Q2,OP-01,,Uji pemahaman tentang Assignment dan perbandingan kesetaraan tertukar. Perhatikan instruksi berikut. Pernyataan yang benar adalah ...,Assess understanding of Assignment and equality comparison are confused. Perhatikan instruksi berikut. Pernyataan yang benar adalah ...,"[{""type"": ""text"", ""content"": ""Perhatikan instruksi berikut.""}, {""type"": ""code"", ""content"": ""isFactor <- (N mod d == 0)""}, {""type"": ""text"", ""content"": ""Pernyataan yang benar adalah ...""}]","[{""type"": ""text"", ""content"": ""Perhatikan instruksi berikut.""}, {""type"": ""code"", ""content"": ""isFactor <- (N mod d == 0)""}, {""type"": ""text"", ""content"": ""Pernyataan yang benar adalah ...""}]",[],[],2,OP-01,,,,,none,,"[{""answer_id"": ""A602"", ""label"": ""A"", ""text"": ""<- membandingkan dua nilai, sedangkan == menyimpan nilai."", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A603"", ""label"": ""B"", ""text"": ""<- menyimpan hasil Boolean ke isFactor, sedangkan == membandingkan sisa dengan 0."", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A604"", ""label"": ""C"", ""text"": ""Kedua simbol mempunyai fungsi yang sama."", ""is_correct"": false, ""misconceptions"": [""OP-01""]}, {""answer_id"": ""A605"", ""label"": ""D"", ""text"": ""Hasil N mod d == 0 harus dibandingkan lagi dengan true sebelum dapat disimpan."", ""is_correct"": false, ""misconceptions"": [""EX-01""]}]",B,TRUE,,MP-OP-01-2
Q184,Penjumlahan dianggap lebih dahulu daripada pembagian: Kasus 1,Addition is assumed to take precedence over division: Case 1,"Perhatikan ekspresi berikut.
  
  nilai <- 12.0 + 6.0 / 3.0 - 2.0
  
  Berapakah nilai variabel nilai?","Perhatikan ekspresi berikut.
  
  nilai <- 12.0 + 6.0 / 3.0 - 2.0
  
  Berapakah nilai variabel nilai?",OP-05,12.0,Kunci: A,W05-06,285,184,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-05-Q1,OP-05,,Uji pemahaman tentang Penjumlahan dianggap lebih dahulu daripada pembagian. Perhatikan ekspresi berikut. Berapakah nilai variabel nilai?,Assess understanding of Addition is assumed to take precedence over division. Perhatikan ekspresi berikut. Berapakah nilai variabel nilai?,"[{""type"": ""text"", ""content"": ""Perhatikan ekspresi berikut.""}, {""type"": ""code"", ""content"": ""nilai <- 12.0 + 6.0 / 3.0 - 2.0""}, {""type"": ""text"", ""content"": ""Berapakah nilai variabel nilai?""}]","[{""type"": ""text"", ""content"": ""Perhatikan ekspresi berikut.""}, {""type"": ""code"", ""content"": ""nilai <- 12.0 + 6.0 / 3.0 - 2.0""}, {""type"": ""text"", ""content"": ""Berapakah nilai variabel nilai?""}]",[],[],1,OP-05,,,,,none,,"[{""answer_id"": ""A606"", ""label"": ""A"", ""text"": ""12.0"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A607"", ""label"": ""B"", ""text"": ""4.0"", ""is_correct"": false, ""misconceptions"": [""OP-05""]}, {""answer_id"": ""A608"", ""label"": ""C"", ""text"": ""18.0"", ""is_correct"": false, ""misconceptions"": [""OP-06""]}, {""answer_id"": ""A609"", ""label"": ""D"", ""text"": ""10.5"", ""is_correct"": false, ""misconceptions"": [""OP-10""]}]",A,FALSE,,MP-OP-05-1
Q185,Penjumlahan dianggap lebih dahulu daripada pembagian: Kasus 2,Addition is assumed to take precedence over division: Case 2,"Diketahui:
  
  i <- 2
  nilai <- 4.0 / 4 * i + 1
  
  Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?","Diketahui:
  
  i <- 2
  nilai <- 4.0 / 4 * i + 1
  
  Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?",OP-05,(4.0 / 4) * i + 1,Kunci: A,W05-06,286,185,TRUE,ready,MP,LMS,LMS-MP-W05-06-OP-05-Q2,OP-05,,Uji pemahaman tentang Penjumlahan dianggap lebih dahulu daripada pembagian. Diketahui: Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?,Assess understanding of Addition is assumed to take precedence over division. Diketahui: Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?,"[{""type"": ""text"", ""content"": ""Diketahui:""}, {""type"": ""code"", ""content"": ""i <- 2\nnilai <- 4.0 / 4 * i + 1""}, {""type"": ""text"", ""content"": ""Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?""}]","[{""type"": ""text"", ""content"": ""Diketahui:""}, {""type"": ""code"", ""content"": ""i <- 2\n nilai <- 4.0 / 4 * i + 1""}, {""type"": ""text"", ""content"": ""Manakah pengelompokan yang sesuai aturan prioritas dan asosiasi operator?""}]",[],[],2,OP-05,,,,,none,,"[{""answer_id"": ""A610"", ""label"": ""A"", ""text"": ""(4.0 / 4) * i + 1"", ""is_correct"": true, ""misconceptions"": []}, {""answer_id"": ""A611"", ""label"": ""B"", ""text"": ""4.0 / (4 * i + 1)"", ""is_correct"": false, ""misconceptions"": [""OP-05""]}, {""answer_id"": ""A612"", ""label"": ""C"", ""text"": ""4.0 / (4 * i) + 1"", ""is_correct"": false, ""misconceptions"": []}, {""answer_id"": ""A613"", ""label"": ""D"", ""text"": ""(4 * i + 1) / 4.0"", ""is_correct"": false, ""misconceptions"": []}]",A,FALSE,,MP-OP-05-2
Q186,Menghitung Banyak Bilangan Negatif,Menghitung Banyak Bilangan Negatif,"Tulislah algoritma untuk menghitung banyak bilangan negatif dari tiga bilangan bulat yang diberikan.
  Input: Tiga bilangan bulat.
  Output: Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai negatif.
  Catatan: Gunakan satu atau lebih struktur percabangan if-then untuk memeriksa setiap bilangan.","Write an algorithm to count how many of three given integers are negative.
  Input: Three integers.
  Output: An integer from 0 to 3 representing the number of negative input values.
  Note: Use one or more if-then statements to check each value.",069,"[RIGHT ANSWER UPDATED FOR WEEK 9]
  
  program CountNegatives
  kamus
  d1, d2, d3, count : integer
  algoritma
  input(d1, d2, d3)
  count <- 0
  
  if d1 < 0 then
  count <- count + 1
  endif
  if d2 < 0 then
  count <- count + 1
  endif
  if d3 < 0 then
  count <- count + 1
  endif
  
  output(count)
  endprogram","[TEST CASES UPDATED FOR WEEK 9]
  
  1) Input: 1 2 -3
  Expected: 1
  
  2) Input: -1 -2 4
  Expected: 2
  
  3) Input: 1 3 2
  Expected: 0
  
  4) Input: -3 -3 -3
  Expected: 3
  
  5) Input: 0 0 0
  Expected: 0
  
  6) Input: -1 0 2
  Expected: 1
  
  7) Input: 4 -4 -4
  Expected: 2",W09,133,186,TRUE,ready,PS,LMS,LMS-PS-11233164,"069.JMT Count negatives (en)
  [REVISED FOR WEEK 9]",Ultimate,Tulislah algoritma untuk menghitung banyak bilangan negatif dari tiga bilangan bulat yang diberikan.,Write an algorithm to count how many of three given integers are negative.,"[{""type"": ""text"", ""content"": ""Tulislah algoritma untuk menghitung banyak bilangan negatif dari tiga bilangan bulat yang diberikan.\n Input: Tiga bilangan bulat.\n Output: Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai negatif.\n Catatan: Gunakan satu atau lebih struktur percabangan if-then untuk memeriksa setiap bilangan.""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to count how many of three given integers are negative.\n Input: Three integers.\n Output: An integer from 0 to 3 representing the number of negative input values.\n Note: Use one or more if-then statements to check each value.""}]","[""1 2 -3"", ""-1 -2 4"", ""1 3 2"", ""-3 -3 -3"", ""0 0 0"", ""-1 0 2"", ""4 -4 -4""]","[""1"", ""2"", ""0"", ""3"", ""0"", ""1"", ""2""]",,,Tiga bilangan bulat.,Three integers.,"Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai negatif.",An integer from 0 to 3 representing the number of negative input values.,text+table,"[{""case_no"": 1, ""input"": ""1 2 -3"", ""output"": ""1""}, {""case_no"": 2, ""input"": ""-1 -2 4"", ""output"": ""2""}, {""case_no"": 3, ""input"": ""1 3 2"", ""output"": ""0""}, {""case_no"": 4, ""input"": ""-3 -3 -3"", ""output"": ""3""}, {""case_no"": 5, ""input"": ""0 0 0"", ""output"": ""0""}, {""case_no"": 6, ""input"": ""-1 0 2"", ""output"": ""1""}, {""case_no"": 7, ""input"": ""4 -4 -4"", ""output"": ""2""}]",,,FALSE,11233164,11233164
Q187,Menghitung Banyak Bilangan Ganjil,Menghitung Banyak Bilangan Ganjil,"Tulislah algoritma untuk menghitung banyak bilangan ganjil dari tiga bilangan bulat yang diberikan.
  Input: Tiga bilangan bulat.
  Output: Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai ganjil.
  Catatan: Gunakan satu atau lebih struktur percabangan if-then. Bilangan ganjil memiliki sisa pembagian oleh 2 yang tidak sama dengan 0, termasuk untuk bilangan negatif.","Write an algorithm to count how many of three given integers are odd.
  Input: Three integers.
  Output: An integer from 0 to 3 representing the number of odd input values.
  Note: Use one or more if-then statements. An odd integer has a remainder after division by 2 that is not equal to 0, including negative integers.",069,"[RIGHT ANSWER UPDATED FOR WEEK 9]
  
  program CountOdds
  kamus
  d1, d2, d3, count : integer
  algoritma
  input(d1, d2, d3)
  count <- 0
  
  if d1 mod 2 != 0 then
  count <- count + 1
  endif
  if d2 mod 2 != 0 then
  count <- count + 1
  endif
  if d3 mod 2 != 0 then
  count <- count + 1
  endif
  
  output(count)
  endprogram","[TEST CASES UPDATED FOR WEEK 9]
  
  1) Input: 1 2 3
  Expected: 2
  
  2) Input: 1 2 4
  Expected: 1
  
  3) Input: 3 3 3
  Expected: 3
  
  4) Input: 4 4 4
  Expected: 0
  
  5) Input: -1 2 -3
  Expected: 2
  
  6) Input: 0 -4 6
  Expected: 0
  
  7) Input: -5 4 3
  Expected: 2",W09,134,187,TRUE,ready,PS,LMS,LMS-PS-11233163,"069.JMT Count odds (en)
  [REVISED FOR WEEK 9]",Ultimate,Tulislah algoritma untuk menghitung banyak bilangan ganjil dari tiga bilangan bulat yang diberikan.,Write an algorithm to count how many of three given integers are odd.,"[{""type"": ""text"", ""content"": ""Tulislah algoritma untuk menghitung banyak bilangan ganjil dari tiga bilangan bulat yang diberikan.\n Input: Tiga bilangan bulat.\n Output: Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai ganjil.\n Catatan: Gunakan satu atau lebih struktur percabangan if-then. Bilangan ganjil memiliki sisa pembagian oleh 2 yang tidak sama dengan 0, termasuk untuk bilangan negatif.""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to count how many of three given integers are odd.\n Input: Three integers.\n Output: An integer from 0 to 3 representing the number of odd input values.\n Note: Use one or more if-then statements. An odd integer has a remainder after division by 2 that is not equal to 0, including negative integers.""}]","[""1 2 3"", ""1 2 4"", ""3 3 3"", ""4 4 4"", ""-1 2 -3"", ""0 -4 6"", ""-5 4 3""]","[""2"", ""1"", ""3"", ""0"", ""2"", ""0"", ""2""]",,,Tiga bilangan bulat.,Three integers.,"Sebuah bilangan bulat 0, 1, 2, atau 3 yang menyatakan banyak input bernilai ganjil.",An integer from 0 to 3 representing the number of odd input values.,text+table,"[{""case_no"": 1, ""input"": ""1 2 3"", ""output"": ""2""}, {""case_no"": 2, ""input"": ""1 2 4"", ""output"": ""1""}, {""case_no"": 3, ""input"": ""3 3 3"", ""output"": ""3""}, {""case_no"": 4, ""input"": ""4 4 4"", ""output"": ""0""}, {""case_no"": 5, ""input"": ""-1 2 -3"", ""output"": ""2""}, {""case_no"": 6, ""input"": ""0 -4 6"", ""output"": ""0""}, {""case_no"": 7, ""input"": ""-5 4 3"", ""output"": ""2""}]",,,FALSE,11233163,11233163
Q188,Menjumlahkan Bilangan Ganjil,Menjumlahkan Bilangan Ganjil,"Tulislah algoritma untuk menghitung jumlah semua bilangan ganjil dari tiga bilangan bulat yang diberikan.
  Input: Tiga bilangan bulat.
  Output: Sebuah bilangan bulat yang menyatakan jumlah semua input bernilai ganjil. Keluarkan 0 jika tidak ada bilangan ganjil.
  Catatan: Gunakan satu atau lebih struktur percabangan if-then.","Write an algorithm to compute the sum of all odd values among three given integers.
  Input: Three integers.
  Output: An integer representing the sum of all odd input values. Output 0 if none of the inputs is odd.
  Note: Use one or more if-then statements.",069,"[RIGHT ANSWER UPDATED FOR WEEK 9]
  
  program SumOdds
  kamus
  d1, d2, d3, sum : integer
  algoritma
  input(d1, d2, d3)
  sum <- 0
  
  if d1 mod 2 != 0 then
  sum <- sum + d1
  endif
  if d2 mod 2 != 0 then
  sum <- sum + d2
  endif
  if d3 mod 2 != 0 then
  sum <- sum + d3
  endif
  
  output(sum)
  endprogram","[TEST CASES UPDATED FOR WEEK 9]
  
  1) Input: 1 2 3
  Expected: 4
  
  2) Input: 1 2 4
  Expected: 1
  
  3) Input: 3 3 3
  Expected: 9
  
  4) Input: 4 4 4
  Expected: 0
  
  5) Input: -1 2 -3
  Expected: -4
  
  6) Input: 0 -4 6
  Expected: 0
  
  7) Input: -5 4 3
  Expected: -2",W09,135,188,TRUE,ready,PS,LMS,LMS-PS-11233165,"069.JMT Sum of odds (en)
  [REVISED FOR WEEK 9]",Ultimate,Tulislah algoritma untuk menghitung jumlah semua bilangan ganjil dari tiga bilangan bulat yang diberikan.,Write an algorithm to compute the sum of all odd values among three given integers.,"[{""type"": ""text"", ""content"": ""Tulislah algoritma untuk menghitung jumlah semua bilangan ganjil dari tiga bilangan bulat yang diberikan.\n Input: Tiga bilangan bulat.\n Output: Sebuah bilangan bulat yang menyatakan jumlah semua input bernilai ganjil. Keluarkan 0 jika tidak ada bilangan ganjil.\n Catatan: Gunakan satu atau lebih struktur percabangan if-then.""}]","[{""type"": ""text"", ""content"": ""Write an algorithm to compute the sum of all odd values among three given integers.\n Input: Three integers.\n Output: An integer representing the sum of all odd input values. Output 0 if none of the inputs is odd.\n Note: Use one or more if-then statements.""}]","[""1 2 3"", ""1 2 4"", ""3 3 3"", ""4 4 4"", ""-1 2 -3"", ""0 -4 6"", ""-5 4 3""]","[""4"", ""1"", ""9"", ""0"", ""-4"", ""0"", ""-2""]",,,Tiga bilangan bulat.,Three integers.,Sebuah bilangan bulat yang menyatakan jumlah semua input bernilai ganjil. Keluarkan 0 jika tidak ada bilangan ganjil.,An integer representing the sum of all odd input values. Output 0 if none of the inputs is odd.,text+table,"[{""case_no"": 1, ""input"": ""1 2 3"", ""output"": ""4""}, {""case_no"": 2, ""input"": ""1 2 4"", ""output"": ""1""}, {""case_no"": 3, ""input"": ""3 3 3"", ""output"": ""9""}, {""case_no"": 4, ""input"": ""4 4 4"", ""output"": ""0""}, {""case_no"": 5, ""input"": ""-1 2 -3"", ""output"": ""-4""}, {""case_no"": 6, ""input"": ""0 -4 6"", ""output"": ""0""}, {""case_no"": 7, ""input"": ""-5 4 3"", ""output"": ""-2""}]",,,FALSE,11233165,11233165
